Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Tract, %",Internet Access Score,"Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Tract, %",Spend Growth Score,"Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Tract, %"
,13121006100,Fulton County,Georgia,2021,44.0,56,32,50.0,60.0,40,53.0,1.5,68.0,146.9,71,7.9,16.0,62.5,8.0,71.5,66.0,62.0,45.0,62,28.0,65.0,25.0,50.0,,71.0,80.0,60.0,6.0,4.0,5.0,21.0,14.5,37.0,46.0,28.0,21.0,7.1,71.0,,8.0,65.0,16.0,48.7,85.0,47.9,1.0,75.0
,13121006100,Fulton County,Georgia,2022,33.0,33,33,37.0,37.0,37,37.0,-3.5,,,71,7.9,12.0,59.7,7.0,72.7,57.0,59.1,37.0,35,39.0,9.0,-34.0,23.0,,72.0,125.9,79.0,9.1,8.0,10.0,30.0,17.0,25.0,28.0,22.0,40.0,15.8,15.0,,5.0,58.2,4.0,54.9,78.0,42.4,3.0,79.0
,13121006100,Fulton County,Georgia,2023,40.0,47,32,43.0,50.0,36,29.0,-8.5,70.0,463.4,71,7.9,27.0,65.6,9.0,77.9,37.0,51.4,34.0,27,41.0,30.0,21.2,5.0,,46.0,-4.1,82.0,7.5,8.0,10.0,32.0,17.0,42.0,64.0,20.0,63.0,36.4,66.0,,5.0,59.0,6.0,53.3,67.0,36.4,1.0,76.0
,13121006100,Fulton County,Georgia,2024,34.0,38,29,43.0,50.0,36,29.0,-8.5,70.0,463.4,71,7.9,27.0,65.6,9.0,77.9,37.0,51.4,26.0,19,32.0,8.0,-20.0,3.0,,46.0,-4.1,76.0,6.2,8.0,10.0,13.0,0.4,32.0,44.0,20.0,63.0,36.4,26.0,,5.0,59.0,6.0,53.3,67.0,36.4,1.0,76.0
,13121007001,Fulton County,Georgia,2020,34.0,45,24,52.0,62.0,41,47.0,-0.2,76.0,149.7,78,10.3,21.0,64.7,3.0,51.8,62.0,60.5,34.0,55,12.0,66.0,35.5,39.0,,59.0,26.9,,,7.0,8.0,17.0,13.2,18.0,18.0,19.0,15.0,3.6,21.0,,10.0,63.8,16.0,48.5,43.0,23.0,6.0,83.3
,13121007001,Fulton County,Georgia,2021,40.0,51,28,43.0,40.0,46,40.0,-4.6,,,78,10.3,23.0,65.3,3.0,61.1,78.0,67.9,40.0,65,15.0,65.0,23.8,67.0,,64.0,42.4,,,10.0,12.0,20.0,14.3,36.0,49.0,23.0,36.0,13.8,62.0,,6.0,60.5,48.0,41.7,,,16.0,88.8
,13121007001,Fulton County,Georgia,2022,30.0,37,22,32.0,22.0,41,30.0,-16.7,14.0,-33.8,78,10.3,30.0,67.2,2.0,60.2,55.0,58.3,34.0,49,18.0,10.0,-34.6,66.0,,71.0,142.6,,,14.0,18.0,22.0,15.3,24.0,39.0,8.0,58.0,27.5,20.0,,4.0,55.1,8.0,52.3,,,13.0,87.6
,13121007001,Fulton County,Georgia,2023,26.0,31,22,32.0,22.0,43,29.0,-23.3,16.0,-15.5,78,10.3,62.0,75.3,2.0,67.3,30.0,48.7,26.0,34,18.0,46.0,35.3,20.0,,36.0,-9.8,,,14.0,18.0,22.0,14.9,20.0,36.0,5.0,65.0,43.5,6.0,,4.0,55.4,8.0,52.0,,,3.0,80.3
,13121007001,Fulton County,Georgia,2024,30.0,35,25,32.0,22.0,43,29.0,-23.3,16.0,-15.5,78,10.3,62.0,75.3,2.0,67.3,30.0,48.7,28.0,27,28.0,9.0,-19.6,37.0,,36.0,-9.8,35.0,2.7,14.0,18.0,34.0,0.9,30.0,56.0,5.0,65.0,43.5,46.0,,4.0,55.4,8.0,52.0,,,3.0,80.3
,13089020200,DeKalb County,Georgia,2020,53.0,41,65,58.0,31.0,84,9.0,-7.3,53.0,18.4,78,10.3,86.0,81.7,94.0,95.9,77.0,67.2,56.0,57,54.0,60.0,20.6,62.0,,49.0,8.6,,,97.0,98.0,12.0,11.7,46.0,36.0,56.0,39.0,-0.7,33.0,,66.0,91.4,6.0,52.9,98.0,69.5,54.0,94.7
,13089020200,DeKalb County,Georgia,2021,48.0,38,59,53.0,26.0,80,15.0,-8.7,36.0,-11.3,78,10.3,82.0,81.6,92.0,97.4,69.0,63.6,40.0,39,42.0,15.0,-7.3,67.0,,36.0,-3.2,20.0,2.6,97.0,98.0,10.0,11.1,52.0,50.0,54.0,34.0,-9.1,67.0,,76.0,94.2,20.0,47.2,,,66.0,96.6
,13089020200,DeKalb County,Georgia,2022,46.0,31,62,55.0,30.0,80,23.0,-5.4,36.0,-7.8,78,10.3,72.0,78.5,92.0,97.7,79.0,69.0,38.0,25,51.0,9.0,-44.7,12.0,,54.0,23.0,46.0,4.8,97.0,98.0,10.0,11.6,46.0,37.0,55.0,35.0,-5.7,39.0,,91.0,97.0,24.0,46.3,,,49.0,94.8
,13089020200,DeKalb County,Georgia,2023,52.0,41,63,59.0,40.0,78,39.0,0.4,40.0,17.9,78,10.3,60.0,74.9,91.0,98.0,81.0,70.0,55.0,45,65.0,60.0,52.4,10.0,,65.0,5.4,88.0,9.4,97.0,98.0,10.0,11.4,42.0,38.0,47.0,43.0,4.2,32.0,,75.0,94.0,24.0,46.6,,,42.0,94.1
,13089020200,DeKalb County,Georgia,2024,54.0,44,63,59.0,40.0,78,39.0,0.4,40.0,17.9,78,10.3,60.0,74.9,91.0,98.0,81.0,70.0,53.0,42,64.0,20.0,-12.5,42.0,,65.0,5.4,91.0,10.7,97.0,98.0,4.0,0.2,49.0,51.0,47.0,43.0,4.2,59.0,,75.0,94.0,24.0,46.6,,,42.0,94.1
,13121000100,Fulton County,Georgia,2020,67.0,67,67,73.0,76.0,70,82.0,14.9,70.0,30.9,38,2.8,66.0,76.6,82.0,92.8,92.0,76.4,61.0,58,64.0,68.0,12.8,49.0,,56.0,3.7,30.0,2.4,98.0,99.0,65.0,23.6,67.0,66.0,68.0,71.0,14.2,62.0,,91.0,96.4,24.0,46.4,84.0,41.9,73.0,96.6
,13121000100,Fulton County,Georgia,2021,57.0,66,48,66.0,71.0,60,80.0,11.4,62.0,21.8,38,2.8,21.0,64.5,91.0,97.0,90.0,74.9,69.0,76,62.0,86.0,26.8,65.0,,78.0,21.5,27.0,3.2,94.0,96.0,64.0,23.4,36.0,51.0,22.0,45.0,4.9,57.0,,45.0,87.3,11.0,50.6,,,11.0,87.0
,13121000100,Fulton County,Georgia,2022,51.0,55,47,64.0,69.0,59,74.0,7.8,64.0,30.4,38,2.8,11.0,59.4,96.0,98.7,90.0,75.5,54.0,47,62.0,44.0,-21.8,42.0,,54.0,10.5,28.0,3.3,94.0,96.0,64.0,23.9,34.0,48.0,21.0,40.0,1.2,57.0,,45.0,87.4,8.0,51.9,,,11.0,86.5
,13121000100,Fulton County,Georgia,2023,46.0,47,46,58.0,57.0,58,60.0,1.9,54.0,31.7,38,2.8,6.0,54.9,98.0,99.4,91.0,76.8,54.0,48,60.0,45.0,16.4,47.0,,53.0,-15.7,21.0,2.1,94.0,96.0,65.0,23.9,28.0,36.0,19.0,35.0,-5.6,37.0,,41.0,86.3,9.0,51.4,,,6.0,83.6
,13121000100,Fulton County,Georgia,2024,46.0,49,44,58.0,57.0,58,60.0,1.9,54.0,31.7,38,2.8,6.0,54.9,98.0,99.4,91.0,76.8,52.0,49,54.0,37.0,-12.7,58.0,,53.0,-15.7,44.0,3.2,94.0,96.0,24.0,0.7,30.0,41.0,19.0,35.0,-5.6,47.0,,41.0,86.3,9.0,51.4,,,6.0,83.6
,13121009200,Fulton County,Georgia,2020,62.0,63,60,66.0,76.0,55,77.0,5.4,76.0,70.2,50,4.1,48.0,72.2,51.0,85.2,71.0,64.7,70.0,56,85.0,63.0,6.0,57.0,,47.0,-5.0,62.0,4.2,97.0,98.0,96.0,36.9,49.0,58.0,40.0,59.0,11.9,58.0,,28.0,79.0,53.0,41.1,28.0,17.5,53.0,94.5
,13121009200,Fulton County,Georgia,2021,62.0,63,60,46.0,27.0,66,33.0,-16.4,21.0,-46.2,50,4.1,50.0,73.3,95.0,97.9,71.0,64.5,80.0,79,81.0,85.0,15.5,72.0,,81.0,22.0,55.0,5.4,91.0,93.0,96.0,36.9,58.0,82.0,34.0,84.0,28.0,81.0,,24.0,79.1,31.0,44.6,,,48.0,94.7
,13121009200,Fulton County,Georgia,2022,58.0,55,61,46.0,26.0,65,31.0,-40.7,20.0,-45.6,50,4.1,51.0,73.2,84.0,96.4,76.0,67.5,72.0,60,84.0,48.0,-23.7,55.0,,76.0,28.8,64.0,6.7,89.0,92.0,98.0,39.7,56.0,79.0,33.0,89.0,39.7,69.0,,36.0,84.7,20.0,47.4,,,42.0,94.0
,13121009200,Fulton County,Georgia,2023,54.0,45,62,48.0,28.0,68,30.0,-64.8,25.0,-11.5,50,4.1,60.0,74.9,79.0,96.1,85.0,72.6,64.0,47,81.0,66.0,28.3,43.0,,33.0,-70.4,57.0,4.4,89.0,92.0,97.0,38.6,48.0,60.0,36.0,90.0,46.7,30.0,,55.0,90.0,28.0,45.5,,,25.0,91.1
,13121009200,Fulton County,Georgia,2024,60.0,57,63,48.0,28.0,68,30.0,-64.8,25.0,-11.5,50,4.1,60.0,74.9,79.0,96.1,85.0,72.6,73.0,60,86.0,92.0,12.4,54.0,,33.0,-70.4,69.0,5.3,89.0,92.0,99.0,7.0,60.0,84.0,36.0,90.0,46.7,77.0,,55.0,90.0,28.0,45.5,,,25.0,91.1
,13089020100,DeKalb County,Georgia,2020,62.0,62,63,64.0,56.0,72,56.0,7.8,57.0,27.9,41,3.1,66.0,76.4,97.0,97.4,84.0,70.8,50.0,45,54.0,58.0,20.0,25.0,,53.0,12.7,48.0,3.3,98.0,99.0,16.0,13.0,74.0,84.0,64.0,89.0,24.5,78.0,,86.0,95.3,29.0,45.2,62.0,30.2,81.0,97.3
,13089020100,DeKalb County,Georgia,2021,53.0,50,56,58.0,53.0,64,52.0,5.0,54.0,23.7,41,3.1,60.0,75.9,92.0,97.2,65.0,61.7,48.0,44,51.0,9.0,-13.3,72.0,,50.0,9.7,36.0,3.8,97.0,97.0,20.0,14.1,52.0,52.0,52.0,69.0,15.3,36.0,,94.0,97.6,25.0,46.0,,,36.0,93.2
,13089020100,DeKalb County,Georgia,2022,50.0,41,59,61.0,58.0,64,42.0,1.6,73.0,64.0,41,3.1,63.0,76.2,97.0,99.0,56.0,58.5,38.0,18,57.0,10.0,-34.6,8.0,,36.0,8.8,58.0,5.9,95.0,96.0,17.0,13.8,50.0,46.0,55.0,42.0,3.3,51.0,,93.0,97.4,30.0,44.9,,,41.0,93.8
,13089020100,DeKalb County,Georgia,2023,54.0,54,55,58.0,60.0,56,54.0,6.6,65.0,66.2,41,3.1,31.0,66.8,96.0,99.0,57.0,59.4,52.0,53,51.0,64.0,64.7,39.0,,56.0,-1.6,45.0,3.6,95.0,96.0,14.0,12.9,54.0,50.0,58.0,34.0,-8.1,67.0,,79.0,94.6,22.0,47.0,95.0,69.9,36.0,93.2
,13089020100,DeKalb County,Georgia,2024,56.0,57,56,58.0,60.0,56,54.0,6.6,65.0,66.2,41,3.1,31.0,66.8,96.0,99.0,57.0,59.4,52.0,50,54.0,22.0,-10.7,73.0,,56.0,-1.6,55.0,4.0,95.0,96.0,13.0,0.4,59.0,60.0,58.0,34.0,-8.1,85.0,,79.0,94.6,22.0,47.0,95.0,69.9,36.0,93.2
,13089020802,DeKalb County,Georgia,2020,54.0,60,49,61.0,72.0,50,69.0,6.7,76.0,69.5,41,3.1,90.0,82.7,25.0,76.0,42.0,52.6,56.0,44,68.0,61.0,12.5,24.0,,48.0,6.1,,,69.0,78.0,67.0,24.1,46.0,64.0,28.0,67.0,16.9,62.0,,28.0,78.7,7.0,52.3,44.0,23.2,35.0,92.1
,13089020802,DeKalb County,Georgia,2021,57.0,62,52,62.0,67.0,58,51.0,0.0,83.0,146.3,41,3.1,95.0,86.9,56.0,90.5,42.0,52.5,54.0,50,57.0,57.0,7.4,22.0,,71.0,28.7,15.0,2.3,85.0,89.0,70.0,24.9,54.0,69.0,40.0,82.0,29.9,56.0,,38.0,85.2,37.0,43.6,42.0,24.0,42.0,94.1
,13089020802,DeKalb County,Georgia,2022,56.0,59,53,59.0,60.0,58,37.0,-5.2,83.0,145.2,41,3.1,84.0,82.0,46.0,89.8,61.0,60.7,50.0,47,52.0,28.0,-27.6,54.0,,58.0,25.0,7.0,1.6,91.0,94.0,57.0,22.4,60.0,70.0,50.0,81.0,31.2,58.0,,45.0,87.4,34.0,44.2,,,72.0,97.2
,13089020802,DeKalb County,Georgia,2023,58.0,58,59,61.0,59.0,63,36.0,-6.7,82.0,157.3,41,3.1,84.0,81.6,68.0,94.5,60.0,60.7,61.0,64,58.0,83.0,101.6,54.0,,55.0,-5.5,25.0,2.4,91.0,94.0,58.0,22.4,54.0,52.0,55.0,86.0,47.5,17.0,,54.0,89.8,46.0,42.1,,,66.0,96.7
,13089020802,DeKalb County,Georgia,2024,57.0,55,59,61.0,59.0,63,36.0,-6.7,82.0,157.3,41,3.1,84.0,81.6,68.0,94.5,60.0,60.7,54.0,47,60.0,21.0,-22.8,64.0,,55.0,-5.5,22.0,2.0,91.0,94.0,66.0,1.8,58.0,60.0,55.0,86.0,47.5,34.0,,54.0,89.8,46.0,42.1,,,66.0,96.7
,13089980000,DeKalb County,Georgia,2020,,64,18,,,35,,,,,35,2.5,,,,,,,32.0,64,1.0,64.0,50.0,,,,-88.9,,,,,1.0,0.9,,,,,,,,,,,,,,,
,13089980000,DeKalb County,Georgia,2021,,0,18,,,35,,,,,35,2.5,,,,,,,0.0,0,0.0,0.0,-54.5,,,,,,,,,0.0,0.7,,,,,,,,,,,,,,,
,13089980000,DeKalb County,Georgia,2022,,53,18,,,35,,,,,35,2.5,,,,,,,27.0,53,1.0,53.0,0.0,,,,,,,,,1.0,0.9,,,,,,,,,,,,,,,
,13089980000,DeKalb County,Georgia,2023,,67,18,,,35,,,,,35,2.5,,,,,,,34.0,67,0.0,67.0,300.0,,,,,,,,,0.0,0.6,,,,,,,,,,,,,,,
,13089980000,DeKalb County,Georgia,2024,,2,35,,,35,,,,,35,2.5,,,,,,,,2,,2.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,
,13089021415,DeKalb County,Georgia,2020,55.0,55,55,52.0,41.0,62,21.0,-8.4,61.0,30.1,11,0.7,70.0,77.4,84.0,93.4,81.0,69.5,54.0,57,50.0,47.0,0.8,78.0,,46.0,-3.2,1.0,0.7,98.0,99.0,51.0,20.8,60.0,66.0,53.0,60.0,10.6,73.0,,53.0,88.2,31.0,44.8,51.0,25.8,76.0,96.8
,13089021415,DeKalb County,Georgia,2021,54.0,55,53,48.0,36.0,60,36.0,-4.3,,,11,0.7,61.0,76.2,87.0,96.2,83.0,70.7,68.0,83,53.0,93.0,64.9,83.0,,73.0,15.9,0.0,0.5,99.0,100.0,60.0,22.6,46.0,46.0,46.0,56.0,10.3,37.0,,,,42.0,42.6,45.0,25.3,52.0,95.2
,13089021415,DeKalb County,Georgia,2022,52.0,49,54,56.0,55.0,56,55.0,1.5,,,11,0.7,55.0,74.2,77.0,95.3,80.0,69.1,46.0,34,57.0,28.0,-52.5,18.0,,56.0,11.4,10.0,1.9,99.0,99.0,63.0,23.7,53.0,58.0,48.0,64.0,14.4,51.0,,,,31.0,44.8,,,65.0,96.6
,13089021415,DeKalb County,Georgia,2023,56.0,60,51,63.0,73.0,53,73.0,10.5,,,11,0.7,38.0,69.0,77.0,95.8,85.0,72.8,58.0,62,55.0,70.0,37.1,40.0,,76.0,1.7,9.0,1.4,99.0,99.0,58.0,22.4,45.0,46.0,44.0,58.0,13.4,34.0,,,,30.0,45.0,,,59.0,95.9
,13089021415,DeKalb County,Georgia,2024,56.0,62,51,63.0,73.0,53,73.0,10.5,,,11,0.7,38.0,69.0,77.0,95.8,85.0,72.8,53.0,51,55.0,38.0,-13.9,40.0,,76.0,1.7,14.0,1.6,99.0,99.0,52.0,1.3,54.0,63.0,44.0,58.0,13.4,68.0,,,,30.0,45.0,,,59.0,95.9
,13121010304,Fulton County,Georgia,2020,58.0,66,51,56.0,72.0,41,89.0,8.9,56.0,15.7,39,2.9,36.0,69.4,77.0,91.8,12.0,37.4,65.0,78,52.0,88.0,37.8,65.0,,80.0,19.2,1.0,0.7,62.0,72.0,94.0,34.5,54.0,48.0,60.0,25.0,-3.1,70.0,,65.0,91.3,88.0,35.3,74.0,35.3,13.0,87.2
,13121010304,Fulton County,Georgia,2021,54.0,56,52,40.0,34.0,45,35.0,-20.0,32.0,-59.9,39,2.9,38.0,70.0,87.0,96.3,16.0,39.9,66.0,79,53.0,80.0,15.9,66.0,,91.0,42.2,0.0,0.6,65.0,74.0,95.0,35.4,57.0,55.0,59.0,38.0,6.8,72.0,,71.0,93.4,86.0,34.9,,,20.0,89.9
,13121010304,Fulton County,Georgia,2022,49.0,47,51,42.0,33.0,50,34.0,-45.5,32.0,-53.3,39,2.9,59.0,75.3,85.0,96.6,18.0,41.9,50.0,43,57.0,32.0,-33.0,4.0,,94.0,80.9,10.0,1.9,66.0,74.0,96.0,37.3,55.0,64.0,46.0,68.0,21.1,61.0,,66.0,92.4,79.0,36.6,23.0,16.3,17.0,89.0
,13121010304,Fulton County,Georgia,2023,52.0,53,52,42.0,32.0,52,33.0,-70.8,32.0,-40.4,39,2.9,56.0,73.8,88.0,97.4,23.0,45.5,54.0,52,56.0,81.0,54.9,43.0,,32.0,-66.9,6.0,1.2,66.0,74.0,95.0,35.6,62.0,75.0,49.0,80.0,33.9,70.0,,60.0,91.1,66.0,38.9,,,20.0,89.9
,13121010304,Fulton County,Georgia,2024,52.0,51,52,42.0,32.0,52,33.0,-70.8,32.0,-40.4,39,2.9,56.0,73.8,88.0,97.4,23.0,45.5,50.0,45,55.0,44.0,-10.5,60.0,,32.0,-66.9,5.0,1.0,66.0,74.0,95.0,4.4,63.0,77.0,49.0,80.0,33.9,74.0,,60.0,91.1,66.0,38.9,,,20.0,89.9
,13121002400,Fulton County,Georgia,2020,36.0,44,29,58.0,68.0,49,69.0,26.6,67.0,114.2,68,7.4,41.0,70.7,6.0,59.4,82.0,69.8,26.0,41,12.0,56.0,16.3,61.0,,6.0,-58.6,3.0,1.0,4.0,4.0,30.0,16.5,26.0,24.0,27.0,13.0,-0.2,36.0,,9.0,62.7,17.0,48.1,82.0,40.4,1.0,76.5
,13121002400,Fulton County,Georgia,2021,36.0,46,27,58.0,64.0,51,67.0,17.5,61.0,78.0,68,7.4,50.0,73.2,6.0,69.0,80.0,69.0,26.0,37,14.0,10.0,-15.3,29.0,,72.0,266.7,5.0,1.4,4.0,5.0,33.0,17.1,26.0,36.0,16.0,23.0,7.0,49.0,,7.0,63.2,17.0,48.1,38.0,22.5,1.0,73.2
,13121002400,Fulton County,Georgia,2022,38.0,50,25,55.0,61.0,49,63.0,11.9,59.0,75.9,68,7.4,51.0,73.1,6.0,72.2,71.0,65.0,34.0,50,19.0,10.0,-39.1,70.0,,71.0,111.4,22.0,2.8,6.0,7.0,28.0,16.6,23.0,38.0,8.0,44.0,16.3,32.0,,4.0,57.5,11.0,50.4,19.0,15.0,0.0,71.3
,13121002400,Fulton County,Georgia,2023,34.0,44,25,56.0,57.0,54,48.0,3.6,66.0,148.4,68,7.4,72.0,77.8,5.0,71.9,70.0,65.0,28.0,44,13.0,49.0,36.6,68.0,,14.0,-44.1,9.0,1.4,6.0,7.0,24.0,15.5,20.0,32.0,8.0,44.0,18.8,20.0,,3.0,54.4,9.0,51.6,17.0,14.3,1.0,75.2
,13121002400,Fulton County,Georgia,2024,33.0,37,29,56.0,57.0,54,48.0,3.6,66.0,148.4,68,7.4,72.0,77.8,5.0,71.9,70.0,65.0,21.0,16,26.0,27.0,-10.0,6.0,,14.0,-44.1,13.0,1.5,6.0,7.0,60.0,1.5,23.0,38.0,8.0,44.0,18.8,33.0,,3.0,54.4,9.0,51.6,17.0,14.3,1.0,75.2
,13121004000,Fulton County,Georgia,2020,36.0,49,23,45.0,48.0,42,52.0,5.1,45.0,37.2,62,6.0,35.0,69.1,11.0,65.6,62.0,60.4,30.0,47,12.0,69.0,68.4,63.0,,9.0,-16.0,,,9.0,11.0,15.0,12.8,34.0,52.0,16.0,47.0,15.6,57.0,,7.0,60.2,14.0,49.2,42.0,22.7,3.0,79.8
,13121004000,Fulton County,Georgia,2021,40.0,54,26,48.0,60.0,36,55.0,5.2,66.0,137.7,62,6.0,23.0,65.3,9.0,72.6,52.0,56.3,30.0,46,15.0,52.0,12.5,19.0,,67.0,61.9,,,14.0,19.0,16.0,13.0,42.0,55.0,28.0,56.0,22.6,54.0,,7.0,62.6,12.0,49.9,85.0,48.3,8.0,84.9
,13121004000,Fulton County,Georgia,2022,44.0,49,38,54.0,65.0,42,61.0,8.8,69.0,288.2,62,6.0,52.0,73.4,7.0,73.3,49.0,55.8,34.0,29,40.0,9.0,-33.3,9.0,,70.0,152.9,,,64.0,73.0,16.0,13.6,42.0,52.0,31.0,68.0,39.0,36.0,,10.0,67.9,21.0,47.2,88.0,52.5,6.0,83.2
,13121004000,Fulton County,Georgia,2023,44.0,49,38,55.0,61.0,49,53.0,5.2,69.0,453.2,62,6.0,73.0,78.2,17.0,83.0,44.0,54.4,40.0,43,38.0,68.0,112.5,42.0,,19.0,-25.6,,,64.0,73.0,11.0,11.9,35.0,42.0,28.0,71.0,75.8,13.0,,19.0,76.2,11.0,50.6,78.0,43.7,5.0,82.3
,13121004000,Fulton County,Georgia,2024,44.0,45,44,55.0,61.0,49,53.0,5.2,69.0,453.2,62,6.0,73.0,78.2,17.0,83.0,44.0,54.4,42.0,31,54.0,7.0,-19.6,66.0,,19.0,-25.6,,,64.0,73.0,44.0,1.1,35.0,42.0,28.0,71.0,75.8,13.0,,19.0,76.2,11.0,50.6,78.0,43.7,5.0,82.3
,13121011301,Fulton County,Georgia,2020,49.0,61,37,54.0,72.0,36,64.0,4.9,80.0,123.0,36,2.6,46.0,72.0,25.0,75.6,39.0,51.6,43.0,61,25.0,75.0,57.5,76.0,,33.0,0.0,,,11.0,14.0,39.0,18.4,50.0,50.0,50.0,56.0,18.6,44.0,,22.0,74.9,51.0,41.5,96.0,58.5,32.0,91.6
,13121011301,Fulton County,Georgia,2021,38.0,43,33,40.0,52.0,29,73.0,7.5,32.0,0.5,36,2.6,27.0,66.7,30.0,83.8,23.0,44.0,36.0,47,24.0,31.0,0.0,36.0,,75.0,59.1,7.0,1.6,21.0,28.0,43.0,19.1,38.0,30.0,46.0,41.0,13.7,18.0,,14.0,71.6,48.0,41.6,82.0,45.7,40.0,93.7
,13121011301,Fulton County,Georgia,2022,43.0,49,37,45.0,54.0,36,64.0,3.9,45.0,24.9,36,2.6,46.0,71.8,34.0,86.9,29.0,47.7,38.0,46,31.0,15.0,-34.9,45.0,,78.0,125.7,17.0,2.4,30.0,38.0,47.0,20.5,45.0,46.0,44.0,49.0,18.0,42.0,,21.0,77.7,66.0,38.8,55.0,29.5,34.0,92.7
,13121011301,Fulton County,Georgia,2023,46.0,51,42,42.0,43.0,40,54.0,0.5,32.0,18.7,36,2.6,52.0,72.8,36.0,88.8,36.0,51.1,45.0,50,40.0,76.0,131.7,45.0,,28.0,-25.3,,,30.0,38.0,50.0,20.7,52.0,59.0,45.0,65.0,32.3,53.0,,26.0,80.4,67.0,38.8,71.0,38.5,16.0,88.7
,13121011301,Fulton County,Georgia,2024,41.0,43,39,42.0,43.0,40,54.0,0.5,32.0,18.7,36,2.6,52.0,72.8,36.0,88.8,36.0,51.1,32.0,32,32.0,15.0,-18.9,53.0,,28.0,-25.3,,,30.0,38.0,34.0,0.9,50.0,55.0,45.0,65.0,32.3,45.0,,26.0,80.4,67.0,38.8,71.0,38.5,16.0,88.7
,13121008700,Fulton County,Georgia,2020,43.0,51,35,64.0,76.0,52,83.0,28.8,68.0,90.3,49,4.0,81.0,80.0,9.0,63.8,69.0,63.4,36.0,46,25.0,71.0,22.5,,,21.0,-5.7,4.0,1.0,17.0,23.0,54.0,21.5,30.0,31.0,28.0,31.0,7.9,,,16.0,70.3,24.0,46.2,63.0,30.4,7.0,84.1
,13121008700,Fulton County,Georgia,2021,47.0,58,36,59.0,66.0,52,66.0,4.5,,,49,4.0,91.0,84.5,14.0,76.5,56.0,58.0,41.0,40,42.0,18.0,-22.4,,,61.0,28.8,37.0,3.9,30.0,39.0,59.0,22.3,41.0,67.0,15.0,67.0,28.1,,,25.0,79.4,16.0,48.6,,,5.0,82.4
,13121008700,Fulton County,Georgia,2022,46.0,55,36,42.0,37.0,48,26.0,-18.5,48.0,44.1,49,4.0,93.0,85.3,8.0,73.7,42.0,53.2,51.0,54,48.0,39.0,-19.7,,,69.0,71.8,48.0,4.9,25.0,32.0,71.0,25.6,43.0,73.0,13.0,73.0,45.9,,,20.0,76.8,13.0,49.8,,,6.0,83.5
,13121008700,Fulton County,Georgia,2023,38.0,42,35,32.0,22.0,42,24.0,-42.5,21.0,16.5,49,4.0,70.0,77.5,35.0,88.6,15.0,40.5,40.0,29,51.0,45.0,24.6,,,13.0,-51.1,51.0,3.9,25.0,32.0,76.0,26.5,44.0,75.0,13.0,75.0,65.6,,,19.0,76.2,16.0,48.8,,,5.0,82.0
,13121008700,Fulton County,Georgia,2024,39.0,40,38,32.0,22.0,42,24.0,-42.5,21.0,16.5,49,4.0,70.0,77.5,35.0,88.6,15.0,40.5,40.0,22,58.0,30.0,-11.8,,,13.0,-51.1,61.0,4.5,25.0,32.0,87.0,3.1,44.0,75.0,13.0,75.0,65.6,,,19.0,76.2,16.0,48.8,,,5.0,82.0
,13121009000,Fulton County,Georgia,2020,66.0,64,67,73.0,66.0,80,75.0,7.4,58.0,19.1,75,9.3,52.0,73.3,94.0,95.9,97.0,81.5,62.0,64,59.0,87.0,32.0,52.0,,54.0,1.7,4.0,1.0,100.0,100.0,74.0,25.8,62.0,62.0,61.0,91.0,26.6,34.0,,82.0,94.6,8.0,52.0,61.0,29.6,92.0,98.5
,13121009000,Fulton County,Georgia,2021,62.0,50,73,58.0,32.0,83,29.0,-13.1,35.0,-35.0,75,9.3,67.0,77.5,96.0,98.2,93.0,78.1,60.0,53,66.0,34.0,-8.2,66.0,,59.0,3.8,22.0,2.8,100.0,100.0,77.0,26.7,68.0,65.0,70.0,83.0,22.6,47.0,,83.0,95.5,41.0,42.7,,,85.0,98.3
,13121009000,Fulton County,Georgia,2022,60.0,47,73,56.0,30.0,82,26.0,-32.2,34.0,-33.1,75,9.3,65.0,76.6,97.0,99.0,93.0,78.4,58.0,49,67.0,41.0,-24.7,42.0,,63.0,17.0,24.0,3.0,100.0,100.0,78.0,27.6,66.0,62.0,71.0,75.0,19.4,48.0,,84.0,95.7,52.0,41.0,,,78.0,97.7
